"type","code","message","context","selector"
"error","WCAG2AA.Principle1.Guideline1_1.1_1_1.H37","Img element missing an alt attribute. Use the alt attribute to specify a short text alternative.","<img>","#movie_player > div:nth-child(9) > div:nth-child(3) > div:nth-child(3) > div > div:nth-child(2) > a > div:nth-child(1) > img"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Button.Name","This button element does not have a name available to an accessibility API. Valid names are: title , element content, aria-label , aria-labelledby .","<button class=\"ytp-featured-product-overflow-icon ytp-button\" aria-haspopup=\"true\" style=\"\"></button>","#movie_player > div:nth-child(9) > div:nth-child(3) > div:nth-child(3) > div > div:nth-child(2) > a > button"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","<a class=\"ytp-playlist-menu-title-name\"></a>","#ytp-id-6 > div:nth-child(1) > div:nth-child(1) > a"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","<a class=\"ytp-share-panel-link ytp-no-contextmenu\" target=\"_blank\" title=\"Share link\"></a>","#ytp-id-9 > div > a"
"error","WCAG2AA.Principle1.Guideline1_1.1_1_1.H37","Img element missing an alt attribute. Use the alt attribute to specify a short text alternative.","<img class=\"ytp-decorated-scrubber-button\">","#movie_player > div:nth-child(24) > div:nth-child(1) > div:nth-child(2) > div:nth-child(5) > div > img"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Div.Name","This element has role of \"button\" but does not have a name available to an accessibility API. Valid names are: element content, aria-label , aria-labelledby .","<div class=\"ytp-fine-scrubbing-play\" title=\"Play from this position\" role=\"button\"><svg fill=\"none\" height=\"36\" vi...</div>","#movie_player > div:nth-child(24) > div:nth-child(1) > div:nth-child(3) > div:nth-child(2) > div:nth-child(4)"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Div.Name","This element has role of \"button\" but does not have a name available to an accessibility API. Valid names are: element content, aria-label , aria-labelledby .","<div class=\"ytp-fine-scrubbing-dismiss\" title=\"Exit precise seeking\" role=\"button\"><svg height=\"100%\" viewBox=\"0 0...</div>","#movie_player > div:nth-child(24) > div:nth-child(1) > div:nth-child(3) > div:nth-child(2) > div:nth-child(5)"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.Name","This element has role of \"button\" but does not have a name available to an accessibility API. Valid names are: element content, aria-label , aria-labelledby .","<a class=\"ytp-prev-button ytp-button\" role=\"button\" tabindex=\"0\" aria-disabled=\"true\" style=\"display: none;\"><svg fill=\"none\" height=\"24\" vi...</a>","#movie_player > div:nth-child(24) > div:nth-child(2) > div:nth-child(1) > a:nth-child(2)"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Button.Name","This button element does not have a name available to an accessibility API. Valid names are: title , element content, aria-label , aria-labelledby .","<button class=\"ytp-expand-right-bottom-section-button ytp-button\" data-priority=\"1\"><svg height=\"100%\" version=\"1.1...</button>","#movie_player > div:nth-child(24) > div:nth-child(2) > div:nth-child(2) > div:nth-child(1) > button:nth-child(1)"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Button.Name","This button element does not have a name available to an accessibility API. Valid names are: title , element content, aria-label , aria-labelledby .","<button class=\"ytp-button ytp-autonav-toggle delhi-fast-follow-autonav-toggle\" title=\"\" data-priority=\"3\" data-tooltip-target-id=\"ytp-autonav-toggle-button\" style=\"display: none;\"><div class=\"ytp-autonav-toggle-...</button>","#movie_player > div:nth-child(24) > div:nth-child(2) > div:nth-child(2) > div:nth-child(1) > button:nth-child(2)"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Button.Name","This button element does not have a name available to an accessibility API. Valid names are: title , element content, aria-label , aria-labelledby .","<button class=\"ytp-pip-button ytp-button\" title=\"\" data-priority=\"8\" data-tooltip-target-id=\"ytp-pip-button\" data-tooltip-title=\"Picture-in-picture\" data-title-no-tooltip=\"Picture-in-picture\" style=\"display: none;\"><svg height=\"100%\" version=\"1.1...<...","#movie_player > div:nth-child(24) > div:nth-child(2) > div:nth-child(2) > button"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.Button.Name","This button element does not have a name available to an accessibility API. Valid names are: title , element content, aria-label , aria-labelledby .","<button class=\"ytp-fullscreen-grid-expand-button ytp-button\" aria-keyshortcuts=\"v\" data-tooltip-target-id=\"ytp-fullscreen-grid-expand-button\" data-tooltip-offset-y=\"-10\"></button>","#movie_player > div:nth-child(25) > div:nth-child(2) > button"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"alerts\" found on the web page.","<div id=\"alerts\" class=\"style-scope ytd-watch-flexy\"></div>","#alerts"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"title\" found on the web page.","<div id=\"title\" class=\"style-scope ytd-watch-metadata\">\n    <ytd-badge-supported-rende...</div>","#title"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h1 class=\"style-scope ytd-watch-metadata\">\n      <yt-formatted-string for...</h1>","#title > h1"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"repeat\" found on the web page.","<dom-repeat id=\"repeat\" as=\"badge\" class=\"style-scope ytd-badge-supported-renderer\"><template is=\"dom-repeat\"></tem...</dom-repeat>","#repeat"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","<a class=\"yt-simple-endpoint style-scope ytd-video-owner-renderer\" tabindex=\"-1\"><ps-dom-if class=\"style-scope y...</a>","#owner > ytd-video-owner-renderer > a"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"container\" found on the web page.","<div id=\"container\" class=\"style-scope ytd-channel-name\">\n  <div id=\"text-container\" cla...</div>","#container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"text-container\" found on the web page.","<div id=\"text-container\" class=\"style-scope ytd-channel-name\">\n    <yt-formatted-string id=\"t...</div>","#text-container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"text\" found on the web page.","<yt-formatted-string id=\"text\" link-inherit-color=\"\" respect-lang-dir=\"\" title=\"\" class=\"style-scope ytd-channel-name\" is-empty=\"\" ellipsis-truncate=\"\" ellipsis-truncate-styling=\"\" dir=\"auto\" style=\"text-align: left;\"><!--css-build:shady--><!--css_b....","#text"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"repeat\" found on the web page.","<dom-repeat id=\"repeat\" as=\"badge\" class=\"style-scope ytd-badge-supported-renderer\"><template is=\"dom-repeat\"></tem...</dom-repeat>","#repeat"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"menu\" found on the web page.","<div id=\"menu\" class=\"style-scope ytd-watch-metadata\"></div>","#menu"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"info\" found on the web page.","<div id=\"info\" class=\"style-scope ytd-watch-flexy\">\n            <div id=\"info-skel...</div>","#info"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"title\" found on the web page.","<div id=\"title\" class=\"text-shell skeleton-bg-color\"></div>","#title"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"info\" found on the web page.","<div id=\"info\"><div id=\"count\" class=\"text-she...</div>","#info"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"menu\" found on the web page.","<div id=\"menu\"><div class=\"menu-button skeleto...</div>","#menu"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"container\" found on the web page.","<div id=\"container\" class=\"style-scope ytd-video-primary-info-renderer\"><ytd-badge-supported-renderer c...</div>","#container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"repeat\" found on the web page.","<dom-repeat id=\"repeat\" as=\"badge\" class=\"style-scope ytd-badge-supported-renderer\"><template is=\"dom-repeat\"></tem...</dom-repeat>","#repeat"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.EmptyNoId","Anchor element found with no link content and no name and/or ID attribute.","<a class=\"yt-simple-endpoint style-scope ytd-video-primary-info-renderer\" hidden=\"\"><yt-icon class=\"super-title-ico...</a>","#container > a"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h1 class=\"title style-scope ytd-video-primary-info-renderer\"><yt-formatted-string force-defa...</h1>","#container > h1"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"repeat\" found on the web page.","<dom-repeat id=\"repeat\" as=\"badge\" class=\"style-scope ytd-badge-supported-renderer\"><template is=\"dom-repeat\"></tem...</dom-repeat>","#repeat"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"info\" found on the web page.","<div id=\"info\" class=\"style-scope ytd-video-primary-info-renderer\"><div id=\"info-text\" class=\"styl...</div>","#info"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"count\" found on the web page.","<div id=\"count\" class=\"style-scope ytd-video-primary-info-renderer\" hidden=\"\"></div>","#count"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"menu\" found on the web page.","<div id=\"menu\" class=\"style-scope ytd-video-primary-info-renderer\"></div>","#menu"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"container\" found on the web page.","<div id=\"container\" class=\"style-scope ytd-sentiment-bar-renderer\">\n  <div id=\"like-bar\" class=\"st...</div>","#container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"tooltip\" found on the web page.","<div id=\"tooltip\" class=\"hidden style-scope tp-yt-paper-tooltip\" style-target=\"tooltip\">\n   \n</div>","#tooltip"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"top-row\" found on the web page.","<div id=\"top-row\"><div id=\"video-owner\" class=\"fl...</div>","#top-row"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"upload-info\" found on the web page.","<div id=\"upload-info\" class=\"flex-1\"><div id=\"owner-name\" class=\"tex...</div>","#upload-info"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"subscribe-button\" found on the web page.","<div id=\"subscribe-button\" class=\"skeleton-bg-color\"></div>","#subscribe-button"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"secondary\" found on the web page.","<div id=\"secondary\" class=\"style-scope ytd-watch-flexy\">\n    <div id=\"secondary-split-s...</div>","#secondary"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"container\" found on the web page.","<div id=\"container\" class=\"style-scope ytd-playlist-panel-renderer\"><div class=\"header style-scope ...</div>","#container"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h3 class=\"style-scope ytd-playlist-panel-renderer\"><yt-formatted-string class=\"tit...</h3>","#header-description > h3:nth-child(1)"
"error","WCAG2AA.Principle1.Guideline1_3.1_3_1.H42.2","Heading tag found with no content. Text that is not intended as a heading should not be marked up with heading tags.","<h3 id=\"next-video-title\" class=\"style-scope ytd-playlist-panel-renderer\" hidden=\"\"><span id=\"next-label\" class=\"st...</h3>","#next-video-title"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"repeat\" found on the web page.","<dom-repeat id=\"repeat\" as=\"badge\" class=\"style-scope ytd-badge-supported-renderer\"><template is=\"dom-repeat\"></tem...</dom-repeat>","#repeat"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"button\" found on the web page.","<button id=\"button\" class=\"style-scope yt-icon-button\" aria-label=\"Collapse\"><yt-icon id=\"trailing-icon\" cla...</button>","#button"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"interaction\" found on the web page.","<yt-interaction id=\"interaction\" class=\"circular style-scope yt-icon-button\"><!--css-build:shady--><!--css_b...</yt-interaction>","#interaction"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"items\" found on the web page.","<div id=\"items\" class=\"playlist-items style-scope ytd-playlist-panel-renderer\"></div>","#items"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"items\" found on the web page.","<div id=\"items\" class=\"style-scope ytd-watch-next-secondary-results-renderer\"></div>","#items"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"related\" found on the web page.","<div id=\"related\"><div class=\"autoplay skeleton-l...</div>","#related"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"survey\" found on the web page.","<div id=\"survey\" class=\"style-scope ytd-watch-flexy\"></div>","#survey"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"persistent-panel-container\" found on the web page.","<div id=\"persistent-panel-container\" class=\"style-scope ytd-app\" hidden=\"\"></div>","#persistent-panel-container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"player-container\" found on the web page.","<div id=\"player-container\" class=\"style-scope ytd-video-preview\">\n          <ytd-player id=\"inli...</div>","#player-container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"container\" found on the web page.","<div id=\"container\" class=\"style-scope ytd-player\">\n  \n</div>","#container"
"error","WCAG2AA.Principle4.Guideline4_1.4_1_1.F77","Duplicate id attribute value \"metadata\" found on the web page.","<div id=\"metadata\" class=\"style-scope ytd-video-preview\"></div>","#metadata"
"error","WCAG2AA.Principle2.Guideline2_4.2_4_1.H64.1","Iframe element requires a non-empty title attribute that identifies the frame.","<iframe src=\"about:blank\" sandbox=\"allow-same-origin\" style=\"display: none;\"></iframe>","html > body > iframe:nth-child(34)"
